"sr_no","sem","term","term_id","flg","exam_type","exam","did","sub_code","online","stud_count","exam_date","division","slot","start_time","end_time","en_on","en_by","ip"
"2172","1","EVEN 2025","47","0","3","End Semester Exam","9","DD231507","0","16","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2173","3","EVEN 2025","47","0","3","End Semester Exam","9","DD232161","0","1","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2174","3","EVEN 2025","47","0","3","End Semester Exam","9","DD232162","0","4","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2175","4","EVEN 2025","47","0","3","End Semester Exam","9","DD232165","0","49","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2176","4","EVEN 2025","47","0","3","End Semester Exam","9","DD232166","0","48","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2177","4","EVEN 2025","47","0","3","End Semester Exam","9","DD232169","0","48","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2178","5","EVEN 2025","47","0","3","End Semester Exam","9","DD232402","0","1","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2179","3","EVEN 2025","47","0","3","End Semester Exam","9","DD232506","0","4","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2180","5","EVEN 2025","47","0","3","End Semester Exam","9","DD233127","0","4","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2181","5","EVEN 2025","47","0","3","End Semester Exam","9","DD233128","0","1","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2182","3","EVEN 2025","47","0","3","End Semester Exam","9","DD233405","0","3","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2183","5","EVEN 2025","47","0","3","End Semester Exam","9","DD233406","0","2","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:15:05","GPNCOE","117.254.196.95"
"2188","2","EVEN 2025","47","0","3","End Semester Exam","3","PO21108","0","9","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2189","3","EVEN 2025","47","0","3","End Semester Exam","3","PO21219","0","5","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2190","1","EVEN 2025","47","0","3","End Semester Exam","3","PO21220","0","5","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2191","2","EVEN 2025","47","0","3","End Semester Exam","3","PO21222","0","4","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2192","4","EVEN 2025","47","0","3","End Semester Exam","3","PO21223","0","5","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2193","3","EVEN 2025","47","0","3","End Semester Exam","3","PO21308","0","4","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2194","5","EVEN 2025","47","0","3","End Semester Exam","3","PO21418","0","3","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2195","4","EVEN 2025","47","0","3","End Semester Exam","3","PO21419","0","4","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2196","3","EVEN 2025","47","0","3","End Semester Exam","3","PO21420","0","4","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2197","4","EVEN 2025","47","0","3","End Semester Exam","3","PO21421","0","2","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2198","5","EVEN 2025","47","0","3","End Semester Exam","3","PO21423","0","8","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2199","4","EVEN 2025","47","0","3","End Semester Exam","3","PO21518","0","2","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2200","5","EVEN 2025","47","0","3","End Semester Exam","3","PO21519","0","1","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2201","2","EVEN 2025","47","0","3","End Semester Exam","3","PO231101","1","61","2026-05-02","A","3","15:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2202","1","EVEN 2025","47","0","3","End Semester Exam","3","PO231102","1","35","2026-05-11","A","3","15:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2203","2","EVEN 2025","47","0","3","End Semester Exam","3","PO231106","0","71","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2204","1","EVEN 2025","47","0","3","End Semester Exam","3","PO231108","0","21","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2205","2","EVEN 2025","47","0","3","End Semester Exam","3","PO231120","0","63","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2206","2","EVEN 2025","47","0","3","End Semester Exam","3","PO231302","1","58","2026-05-16","A","2","12:30:00","14:30:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2207","1","EVEN 2025","47","0","3","End Semester Exam","3","PO231401","0","34","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2208","1","EVEN 2025","47","0","3","End Semester Exam","3","PO231402","0","20","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2209","2","EVEN 2025","47","0","3","End Semester Exam","3","PO231404","0","69","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2210","3","EVEN 2025","47","0","3","End Semester Exam","3","PO232123","0","16","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2211","3","EVEN 2025","47","0","3","End Semester Exam","3","PO232124","0","6","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2212","3","EVEN 2025","47","0","3","End Semester Exam","3","PO232125","0","19","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2213","3","EVEN 2025","47","0","3","End Semester Exam","3","PO232126","0","7","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2214","4","EVEN 2025","47","0","3","End Semester Exam","3","PO232127","0","54","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2215","4","EVEN 2025","47","0","3","End Semester Exam","3","PO232128","0","58","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2216","4","EVEN 2025","47","0","3","End Semester Exam","3","PO232129","0","57","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2217","4","EVEN 2025","47","0","3","End Semester Exam","3","PO232210","0","54","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2218","4","EVEN 2025","47","0","3","End Semester Exam","3","PO232402","0","55","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2219","5","EVEN 2025","47","0","3","End Semester Exam","3","PO233110","0","3","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2220","5","EVEN 2025","47","0","3","End Semester Exam","3","PO233111","0","1","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2221","3","EVEN 2025","47","0","3","End Semester Exam","3","PS6213","0","1","2026-04-30",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2222","5","EVEN 2025","47","0","3","End Semester Exam","3","PS6421","0","1","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2223","4","EVEN 2025","47","0","3","End Semester Exam","3","PS6422","0","1","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2224","5","EVEN 2025","47","0","3","End Semester Exam","3","PS6423","0","1","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2225","6","EVEN 2025","47","0","3","End Semester Exam","3","PS6425","0","1","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2226","6","EVEN 2025","47","0","3","End Semester Exam","3","PS6526","0","1","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:35:38","GPNCOE","117.254.196.95"
"2234","3","EVEN 2025","47","0","3","End Semester Exam","4","EE21227","0","2","2026-05-13",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2235","2","EVEN 2025","47","0","3","End Semester Exam","4","EE21229","0","2","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2236","2","EVEN 2025","47","0","3","End Semester Exam","4","EE21230","0","1","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2237","3","EVEN 2025","47","0","3","End Semester Exam","4","EE21231","0","5","2026-05-12",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2238","4","EVEN 2025","47","0","3","End Semester Exam","4","EE21308","0","1","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2239","4","EVEN 2025","47","0","3","End Semester Exam","4","EE21424","0","2","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2240","4","EVEN 2025","47","0","3","End Semester Exam","4","EE21425","0","10","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2241","3","EVEN 2025","47","0","3","End Semester Exam","4","EE21426","0","3","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2242","5","EVEN 2025","47","0","3","End Semester Exam","4","EE21427","0","5","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2243","5","EVEN 2025","47","0","3","End Semester Exam","4","EE21428","0","4","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2244","4","EVEN 2025","47","0","3","End Semester Exam","4","EE21429","0","7","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2245","5","EVEN 2025","47","0","3","End Semester Exam","4","EE21430","0","1","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2246","4","EVEN 2025","47","0","3","End Semester Exam","4","EE21431","0","3","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2247","5","EVEN 2025","47","0","3","End Semester Exam","4","EE21432","0","10","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2248","5","EVEN 2025","47","0","3","End Semester Exam","4","EE21522","0","2","2026-05-12",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2249","5","EVEN 2025","47","0","3","End Semester Exam","4","EE21524","0","2","2026-04-28",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2250","1","EVEN 2025","47","0","3","End Semester Exam","4","EE231101","1","9","2026-05-04","A","3","15:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2251","2","EVEN 2025","47","0","3","End Semester Exam","4","EE231102","1","64","2026-05-08","A","3","15:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2252","1","EVEN 2025","47","0","3","End Semester Exam","4","EE231109","0","20","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2253","2","EVEN 2025","47","0","3","End Semester Exam","4","EE231121","0","76","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2254","2","EVEN 2025","47","0","3","End Semester Exam","4","EE231122","0","69","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2255","4","EVEN 2025","47","0","3","End Semester Exam","4","EE231302","1","69","2026-05-14","A","3","15:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2256","1","EVEN 2025","47","0","3","End Semester Exam","4","EE231401","0","22","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2257","2","EVEN 2025","47","0","3","End Semester Exam","4","EE231402","0","67","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2258","2","EVEN 2025","47","0","3","End Semester Exam","4","EE231404","0","71","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2259","3","EVEN 2025","47","0","3","End Semester Exam","4","EE232130","0","11","2026-05-11",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2260","3","EVEN 2025","47","0","3","End Semester Exam","4","EE232131","0","14","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2261","3","EVEN 2025","47","0","3","End Semester Exam","4","EE232132","0","9","2026-05-13",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2262","3","EVEN 2025","47","0","3","End Semester Exam","4","EE232133","0","7","2026-05-12",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2263","3","EVEN 2025","47","0","3","End Semester Exam","4","EE232134","0","16","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2264","4","EVEN 2025","47","0","3","End Semester Exam","4","EE232135","0","72","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2265","4","EVEN 2025","47","0","3","End Semester Exam","4","EE232136","0","75","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2266","4","EVEN 2025","47","0","3","End Semester Exam","4","EE232137","0","77","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2267","4","EVEN 2025","47","0","3","End Semester Exam","4","EE232138","0","84","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2268","4","EVEN 2025","47","0","3","End Semester Exam","4","EE232402","0","73","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2269","5","EVEN 2025","47","0","3","End Semester Exam","4","EE233112","0","13","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2270","5","EVEN 2025","47","0","3","End Semester Exam","4","EE233113","0","9","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2271","5","EVEN 2025","47","0","3","End Semester Exam","4","EE233114","0","6","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2272","5","EVEN 2025","47","0","3","End Semester Exam","4","EE233115","0","4","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2273","5","EVEN 2025","47","0","3","End Semester Exam","4","EE233213","0","6","2026-04-30",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2274","5","EVEN 2025","47","0","3","End Semester Exam","4","EE233216","0","2","2026-05-13",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2275","4","EVEN 2025","47","0","3","End Semester Exam","4","EE6228","0","1","2026-05-12",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2276","4","EVEN 2025","47","0","3","End Semester Exam","4","EE6427","0","1","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2277","6","EVEN 2025","47","0","3","End Semester Exam","4","EE6430","0","1","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2278","6","EVEN 2025","47","0","3","End Semester Exam","4","EE6529","0","2","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2279","5","EVEN 2025","47","0","3","End Semester Exam","4","EE6534","0","1","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:14:17","GPNCOE","117.254.196.95"
"2280","1","EVEN 2025","47","0","3","End Semester Exam","7","EL21101","0","1","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2281","1","EVEN 2025","47","0","3","End Semester Exam","7","EL21102","0","10","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2282","2","EVEN 2025","47","0","3","End Semester Exam","7","EL21103","0","6","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2333","1","EVEN 2025","47","0","3","End Semester Exam","8","AE21101","0","1","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:04:51","GPNCOE","117.254.196.95"
"2284","2","EVEN 2025","47","0","3","End Semester Exam","7","EL21114","0","9","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2285","2","EVEN 2025","47","0","3","End Semester Exam","7","EL21242","0","9","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2286","3","EVEN 2025","47","0","3","End Semester Exam","7","EL21243","0","6","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2287","3","EVEN 2025","47","0","3","End Semester Exam","7","EL21244","0","9","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2288","3","EVEN 2025","47","0","3","End Semester Exam","7","EL21245","0","8","2026-04-30",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2289","3","EVEN 2025","47","0","3","End Semester Exam","7","EL21246","0","16","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2290","4","EVEN 2025","47","0","3","End Semester Exam","7","EL21247","0","10","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2291","4","EVEN 2025","47","0","3","End Semester Exam","7","EL21248","0","1","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2292","4","EVEN 2025","47","0","3","End Semester Exam","7","EL21308","0","8","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2293","4","EVEN 2025","47","0","3","End Semester Exam","7","EL21438","0","8","2026-05-13",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2294","4","EVEN 2025","47","0","3","End Semester Exam","7","EL21439","0","6","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2295","4","EVEN 2025","47","0","3","End Semester Exam","7","EL21440","0","5","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2296","3","EVEN 2025","47","0","3","End Semester Exam","7","EL21442","0","3","2026-05-08",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2297","5","EVEN 2025","47","0","3","End Semester Exam","7","EL21443","0","2","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2298","5","EVEN 2025","47","0","3","End Semester Exam","7","EL21544","0","1","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2299","5","EVEN 2025","47","0","3","End Semester Exam","7","EL21545","0","5","2026-05-11",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2300","5","EVEN 2025","47","0","3","End Semester Exam","7","EL21546","0","11","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2301","5","EVEN 2025","47","0","3","End Semester Exam","7","EL21547","0","2","2026-04-28",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2302","1","EVEN 2025","47","0","3","End Semester Exam","7","EL231101","1","7","2026-05-04","A","1","10:00:00","12:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2303","1","EVEN 2025","47","0","3","End Semester Exam","7","EL231101","1","13","2026-05-04","B","1","10:00:00","12:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2304","2","EVEN 2025","47","0","3","End Semester Exam","7","EL231124","0","147","2026-04-30",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2305","2","EVEN 2025","47","0","3","End Semester Exam","7","EL231125","0","147","2026-04-28",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2306","2","EVEN 2025","47","0","3","End Semester Exam","7","EL231126","0","138","2026-05-06",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2307","1","EVEN 2025","47","0","3","End Semester Exam","7","EL231401","0","49","2026-04-23",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2308","1","EVEN 2025","47","0","3","End Semester Exam","7","EL231402","0","13","2026-04-27",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2309","2","EVEN 2025","47","0","3","End Semester Exam","7","EL231404","0","144","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2310","3","EVEN 2025","47","0","3","End Semester Exam","7","EL232148","0","10","2026-05-13",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2311","3","EVEN 2025","47","0","3","End Semester Exam","7","EL232149","0","17","2026-04-30",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2312","3","EVEN 2025","47","0","3","End Semester Exam","7","EL232150","0","26","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2313","3","EVEN 2025","47","0","3","End Semester Exam","7","EL232151","0","31","2026-05-06",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2314","4","EVEN 2025","47","0","3","End Semester Exam","7","EL232152","0","148","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2315","4","EVEN 2025","47","0","3","End Semester Exam","7","EL232153","0","147","2026-05-07",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2316","4","EVEN 2025","47","0","3","End Semester Exam","7","EL232154","0","149","2026-04-29",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2317","4","EVEN 2025","47","0","3","End Semester Exam","7","EL232155","0","142","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2318","4","EVEN 2025","47","0","3","End Semester Exam","7","EL232402","0","149","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2319","5","EVEN 2025","47","0","3","End Semester Exam","7","EL233119","0","6","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2320","5","EVEN 2025","47","0","3","End Semester Exam","7","EL233120","0","2","2026-05-11",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2321","5","EVEN 2025","47","0","3","End Semester Exam","7","EL233224","0","2","2026-05-11",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2322","5","EVEN 2025","47","0","3","End Semester Exam","7","EL233225","0","27","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2323","5","EVEN 2025","47","0","3","End Semester Exam","7","EL233404","0","7","2026-05-05",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2324","4","EVEN 2025","47","0","3","End Semester Exam","7","EL6248","0","2","2026-05-08",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2325","5","EVEN 2025","47","0","3","End Semester Exam","7","EL6250","0","2","2026-04-27",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2326","4","EVEN 2025","47","0","3","End Semester Exam","7","EL6301","0","2","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2327","5","EVEN 2025","47","0","3","End Semester Exam","7","EL6303","0","1","2026-04-23",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2328","4","EVEN 2025","47","0","3","End Semester Exam","7","EL6441","0","3","2026-05-13",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2329","6","EVEN 2025","47","0","3","End Semester Exam","7","EL6443","0","2","2026-05-07",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2330","5","EVEN 2025","47","0","3","End Semester Exam","7","EL6552","0","3","2026-05-05",,"1","10:00:00","13:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2331","4","EVEN 2025","47","0","3","End Semester Exam","7","EL6554","0","2","2026-04-28",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2332","6","EVEN 2025","47","0","3","End Semester Exam","7","EL6562","0","3","2026-04-29",,"3","14:00:00","17:00:00","2026-03-30 02:17:57","GPNCOE","117.254.196.95"
"2335","2","EVEN 2025","47","0","3","End Semester Exam","8","AE21103","0","11","2026-04-24",,"1","10:00:00","13:00:00","2026-03-30 02:04:51","GPNCOE","117.254.196.95"
